,folder,head_folder,with_mask,fold
106,1048171913220185024,../data/train,False,3
107,1048654221272409691,../data/train,False,6
108,1048831601264846795,../data/train,False,3
109,1048966600944720544,../data/train,True,5
110,1048970725678096152,../data/train,True,1
111,1049134653476610220,../data/train,True,2
112,1049183165080046027,../data/train,True,3
113,1049216283658013554,../data/train,False,4
114,1049872451167469840,../data/train,False,2
115,1050440282423161021,../data/train,False,4
116,1050988268696617688,../data/train,False,5
117,1051517606496299489,../data/train,False,6
118,1052351707485175242,../data/train,False,2
119,1052422561156886093,../data/train,True,6
120,1053245436137377543,../data/train,False,6
121,1053261235359945194,../data/train,True,1
122,1053408106910412934,../data/train,False,6
123,10534680566306659,../data/train,True,1
124,1053598789736221837,../data/train,True,5
125,1054454853622190139,../data/train,True,6
126,1054678621210041248,../data/train,True,4
127,1055176564063898787,../data/train,False,6
128,105522764589442078,../data/train,True,6
129,105560279715848497,../data/train,False,5
130,1055836468751083476,../data/train,True,6
131,105587646388581681,../data/train,True,6
132,1056363987134252221,../data/train,True,1
133,1056517977458773351,../data/train,False,5
134,1056778898536302453,../data/train,False,1
135,1056941506634290544,../data/train,False,1
136,1057689067543351622,../data/train,True,4
137,1057843012146101063,../data/train,False,1
138,1057869295406149858,../data/train,True,2
139,1058758933288702796,../data/train,True,4
140,1059194899899987636,../data/train,True,4
141,1059321457184607293,../data/train,False,6
142,1060095450493119347,../data/train,False,3
143,1060255682366112357,../data/train,True,1
144,106033532174780547,../data/train,True,6
145,1061457468908604445,../data/train,True,6
146,1062067427843881392,../data/train,True,3
147,1063024545451565686,../data/train,False,6
148,1063030140922143088,../data/train,False,2
149,1063099156503192324,../data/train,False,5
150,1063242204582703831,../data/train,False,2
151,1063599895043485193,../data/train,False,3
152,1064124904335161148,../data/train,True,5
153,1064250192880618940,../data/train,True,6
154,106452681966739551,../data/train,True,1
155,1064664214626000430,../data/train,False,4
156,106514883344928163,../data/train,False,1
157,1065684155288645846,../data/train,False,2
158,1066439758183531248,../data/train,True,1
159,1068129139636248077,../data/train,False,6
160,1068345722154278322,../data/train,False,3
161,1068363832504391138,../data/train,True,5
162,106857785256759382,../data/train,True,6
163,1068679462600096146,../data/train,True,1
164,1068741416812985096,../data/train,False,1
165,106890220152177974,../data/train,False,5
166,1070212267765581096,../data/train,False,5
167,1071085670137590570,../data/train,False,4
168,1071495349509034895,../data/train,False,3
169,1072198107119358249,../data/train,False,6
170,1072219046611419186,../data/train,True,2
171,1072293946686246882,../data/train,False,1
172,1072435812580604235,../data/train,False,4
173,1072511527052723384,../data/train,True,1
174,1072676124172995460,../data/train,False,1
175,1072824153141510149,../data/train,False,2
176,1073243601626807189,../data/train,False,4
177,1073281037277342358,../data/train,False,2
178,10733623242774169,../data/train,True,5
179,1073684479602896937,../data/train,True,3
180,1074044776822563225,../data/train,True,6
181,1074165712766223877,../data/train,False,4
182,1074329538891502084,../data/train,False,1
183,1074538775900097024,../data/train,False,2
184,1076005109232720887,../data/train,False,1
185,1077638175478287595,../data/train,False,1
186,1077915907565570091,../data/train,False,3
187,1077937814527774981,../data/train,False,4
188,1077953849643165180,../data/train,False,2
189,1078430210061306466,../data/train,True,4
190,1079301347462854183,../data/train,False,2
191,1079341809643272259,../data/train,False,1
192,1079346369324083696,../data/train,False,4
193,1079516334202361531,../data/train,True,3
194,1079625089292651048,../data/train,True,4
195,1079752246378658680,../data/train,True,3
196,1079814548340098627,../data/train,False,5
197,1080562574827899446,../data/train,False,4
198,1080927557949714876,../data/train,True,1
199,1081461085600760381,../data/train,False,5
200,1082088049484238125,../data/train,False,5
201,1082297381767357636,../data/train,True,1
202,1082480298832649742,../data/train,False,6
203,1083158762246960384,../data/train,True,6
204,1083465033403499127,../data/train,True,1
205,1084181188148949041,../data/train,False,5
206,1084206165728186183,../data/train,False,6
207,1084619680686767453,../data/train,False,1
208,1085376128232409737,../data/train,True,1
209,1085393781054376791,../data/train,False,1
210,108560523205089082,../data/train,True,6
211,1085764603771625844,../data/train,True,3
212,1085982745543323059,../data/train,True,3
213,1086801162024895973,../data/train,False,1
214,1087664972353477633,../data/train,True,3
215,1087865100665926459,../data/train,False,6
216,1087895549078448495,../data/train,True,2
217,1088112412332785289,../data/train,True,5
218,1088936034024300266,../data/train,False,2
219,1089439531830217175,../data/train,False,3
220,1090134933295048352,../data/train,False,4
221,1090214159276140668,../data/train,False,1
222,1091333583887620331,../data/train,True,5
223,1091727693498107042,../data/train,False,2
224,1091971918338786196,../data/train,True,5
225,1092089321701810648,../data/train,True,1
226,1093411397514719063,../data/train,True,4
227,1093643095734197456,../data/train,True,5
228,1094517098763628041,../data/train,False,3
229,1094615407863240535,../data/train,True,4
230,1095602563368087490,../data/train,False,5
231,1095684625404682255,../data/train,False,1
232,1095812638725302274,../data/train,False,4
233,1096096576737748062,../data/train,False,2
234,1096564551073080832,../data/train,False,3
235,1097005622875191958,../data/train,True,2
236,1097398878799453894,../data/train,False,5
237,1097898365256643455,../data/train,False,4
238,1098933883068625549,../data/train,True,2
239,109921371238298957,../data/train,False,4
240,1099484314662908488,../data/train,True,2
241,1099792615032930980,../data/train,False,1
242,1100285816893681148,../data/train,False,6
243,1100659678103417245,../data/train,False,4
244,1101020471087970368,../data/train,False,3
245,1101668254592909069,../data/train,False,5
246,1101876205139670330,../data/train,False,5
247,1101963559275192899,../data/train,False,3
248,1102028362553013494,../data/train,False,6
249,110359514529002534,../data/train,True,6
250,1103854787990659280,../data/train,True,6
251,1104404782513690084,../data/train,False,4
252,1104952104993795058,../data/train,True,1
253,1105727829006004052,../data/train,False,2
254,1105734234951072064,../data/train,True,2
255,1106382235335367876,../data/train,True,5
256,1106487483740226348,../data/train,False,4
257,1106741012676607246,../data/train,False,1
258,110832507697445131,../data/train,False,6
259,1108741208571075,../data/train,True,5
260,1109057449891411186,../data/train,False,1
261,1109308579508864727,../data/train,True,5
262,1110097236055267862,../data/train,False,1
263,1110469894434959091,../data/train,True,5
264,1110615348217554967,../data/train,False,3
265,1111066390974440788,../data/train,True,2
266,1111073571163430872,../data/train,False,1
267,1113737694715621671,../data/train,True,3
268,1114080924634191025,../data/train,False,2
269,1114569075628804689,../data/train,False,4
270,1114730390698240450,../data/train,False,3
271,1115482997244267873,../data/train,False,5
272,1115836739686488031,../data/train,True,1
273,1116630795124527275,../data/train,True,4
274,1116657414796611536,../data/train,True,2
275,1116869626586272679,../data/train,False,5
276,1117075805757956257,../data/train,True,3
277,1119161424688363942,../data/train,True,2
278,1119484814625547084,../data/train,False,6
279,1120187880124499980,../data/train,False,5
280,1121035882846325290,../data/train,True,5
281,1121745274423627177,../data/train,False,1
282,1122078037400797847,../data/train,True,4
283,1123123153373252452,../data/train,False,4
284,1123139137613199345,../data/train,False,4
285,1123732328679673294,../data/train,True,5
286,1123848757551794175,../data/train,True,6
287,1124011181565285020,../data/train,False,5
288,112432212758577636,../data/train,False,4
289,1124510083821222362,../data/train,False,4
290,1125082519973775865,../data/train,False,4
291,1125962042912363947,../data/train,False,3
292,1125978953387398874,../data/train,False,2
293,1126019534192893856,../data/train,True,5
294,1126087349232013526,../data/train,True,6
295,1126092648219282174,../data/train,False,6
296,1126548627289065391,../data/train,False,5
297,1126718224690952073,../data/train,False,4
298,1127055383682627033,../data/train,False,5
299,1127365700969257072,../data/train,False,2
300,1128005078546467257,../data/train,False,6
301,1128090603178464247,../data/train,False,6
302,1128247738706207557,../data/train,True,3
303,1128285513924044827,../data/train,False,1
304,1128366049492905739,../data/train,False,5
305,1128489764794097571,../data/train,True,6
306,1129214850829815689,../data/train,True,5
307,1129706563887251376,../data/train,True,1
308,1129898628300902569,../data/train,True,6
309,1129943104288842254,../data/train,False,2
310,1130008275738940680,../data/train,False,5
311,113033259589307043,../data/train,True,3
312,1130341785036070868,../data/train,False,5
313,113126315314384732,../data/train,True,1
314,1131611061572381674,../data/train,False,4
315,1131927328561398954,../data/train,False,2
316,113356969288379174,../data/train,True,1
317,1133624987223854462,../data/train,False,1
318,1133695513665652227,../data/train,True,5
319,1133715384878180730,../data/train,False,4
320,1133947822081796166,../data/train,False,3
321,1134031900168374081,../data/train,False,5
322,1134099315927631834,../data/train,False,1
323,113439834789999728,../data/train,False,3
324,1134898580654917623,../data/train,True,3
325,1135079905250031964,../data/train,False,6
326,1135238166809863692,../data/train,False,5
327,1135779447471641295,../data/train,False,6
328,1135874315020511661,../data/train,True,3
329,1136194149354544488,../data/train,False,6
330,1136414981919108046,../data/train,False,1
331,1136661426361173622,../data/train,True,3
332,1136779583290836746,../data/train,False,1
333,1137210677744102965,../data/train,True,6
334,1137598632665778933,../data/train,True,2
335,1137748780789753696,../data/train,False,4
336,1138456192611571385,../data/train,False,1
337,1138885116957060676,../data/train,True,5
338,1138993732729118056,../data/train,True,6
339,1139157174154611422,../data/train,True,6
340,113925535429334778,../data/train,False,6
341,113961408585771745,../data/train,True,4
342,1139980965859349970,../data/train,False,6
343,1140226628604936967,../data/train,True,1
344,1140699931828880097,../data/train,False,6
345,1141240561779155342,../data/train,True,2
346,1141431642322271780,../data/train,False,6
347,1141495506150697837,../data/train,False,3
348,1141575031919548736,../data/train,True,5
349,1141721046925284183,../data/train,False,1
350,1141728507224121782,../data/train,False,3
351,1141980116999827558,../data/train,False,2
352,114220754052585639,../data/train,False,5
353,1143048686196546133,../data/train,True,2
354,1143827327006214647,../data/train,True,3
355,1143912010417454075,../data/train,True,5
356,1144202626887326795,../data/train,True,5
357,1144294209201584825,../data/train,False,4
358,1144343458050482940,../data/train,True,2
359,1144535437046144097,../data/train,False,6
360,1145813887029240960,../data/train,True,4
361,1146241838115574022,../data/train,True,4
362,1146462081863468655,../data/train,False,2
363,1147088819886093977,../data/train,False,5
364,1147162175502787328,../data/train,False,3
365,1147868300036628439,../data/train,False,6
366,1148542960557791166,../data/train,False,5
367,1149024333779510567,../data/train,False,2
368,1150234400900560190,../data/train,True,4
369,1151072309150141939,../data/train,False,4
370,1152520236161503476,../data/train,False,3
371,1152561579759214350,../data/train,True,1
372,1153282134484095371,../data/train,False,4
373,1153444008008794489,../data/train,True,1
374,1153447449087756185,../data/train,False,6
375,1153537416999637255,../data/train,False,1
376,1153731333544725448,../data/train,False,5
377,1153743070606722971,../data/train,True,2
378,1154068589449026998,../data/train,False,6
379,1154617030971437140,../data/train,False,4
380,1154699202196099966,../data/train,False,3
381,115510078955066856,../data/train,True,4
382,115635399987084338,../data/train,False,1
383,1156694450726319281,../data/train,False,2
384,1156770623986100221,../data/train,True,4
385,1158685784690411981,../data/train,True,6
386,1158956486844162881,../data/train,False,2
387,1158973730279189625,../data/train,True,3
388,1159540769658533538,../data/train,True,6
389,1159609324594196020,../data/train,True,3
390,1160501911420050733,../data/train,False,4
391,1160502644331305624,../data/train,False,5
392,1160602624190287621,../data/train,False,2
393,1160913674505090228,../data/train,False,3
394,116093752172443744,../data/train,False,2
395,1161158320838445650,../data/train,True,1
396,1161226025622733557,../data/train,False,1
397,1161317449331971449,../data/train,False,5
398,1161421269016034797,../data/train,False,2
399,1161525793329847144,../data/train,True,2
400,1161957999111743646,../data/train,True,6
401,1163081795410004950,../data/train,True,4
402,1163533618684798458,../data/train,False,3
403,1164460079319831191,../data/train,False,2
404,1164585378268825050,../data/train,False,5
405,1164647274216952429,../data/train,False,5
406,1165019223444575969,../data/train,True,5
407,1165456610715183476,../data/train,False,2
408,1165532650046841546,../data/train,True,3
409,1166183447962679437,../data/train,False,4
410,1166758344539566577,../data/train,False,2
411,1166804257727976659,../data/train,True,4
412,1167686511001525729,../data/train,True,3
413,1168016743529638151,../data/train,True,4
414,116843069754010160,../data/train,False,4
415,1168520277584881451,../data/train,False,2
416,1168638115303652669,../data/train,False,4
417,1168680127144148790,../data/train,True,6
418,1168782773073372571,../data/train,True,3
419,1168861515625833323,../data/train,True,1
420,1169257884861551341,../data/train,True,3
421,1169293641762267681,../data/train,True,3
422,1169368707007730560,../data/train,True,3
423,1169899482038292460,../data/train,True,4
424,1170178873770012644,../data/train,False,1
425,1170868110969070837,../data/train,False,5
426,1170909171697293798,../data/train,True,2
427,1172226363555626290,../data/train,False,2
428,1172254424701880287,../data/train,False,5
429,1172448751342478638,../data/train,True,2
430,1172455353074195464,../data/train,True,6
431,1172846578249999323,../data/train,True,6
432,1172899122106483549,../data/train,False,5
433,117388542730972367,../data/train,False,3
434,1173892680547946434,../data/train,True,4
435,1174105200623351789,../data/train,False,1
436,1174236843877791660,../data/train,True,4
437,117609053685710473,../data/train,True,1
438,1176103371376594027,../data/train,False,5
439,1176333828704285053,../data/train,False,4
440,1176830535279274288,../data/train,False,2
441,1177033898838645229,../data/train,True,5
442,1177139966922815871,../data/train,True,1
443,1177329812836404765,../data/train,False,6
444,1178248797439474438,../data/train,True,3
445,1178695594230770884,../data/train,False,5
446,1179102510021850191,../data/train,False,1
447,1180109110722730755,../data/train,True,6
448,1180268199391937643,../data/train,False,5
449,1180607974614447581,../data/train,False,3
450,1181271192441027388,../data/train,False,6
451,1182830421501588881,../data/train,False,2
452,1183439251650424983,../data/train,True,6
453,1184450083466230265,../data/train,True,5
454,118452644777714142,../data/train,False,3
455,1184553761086667228,../data/train,True,1
456,118462274558099220,../data/train,False,1
457,1184675579298898133,../data/train,False,4
458,1184839631986603370,../data/train,True,1
459,1185356420099333444,../data/train,True,3
460,1185529022547164773,../data/train,False,1
461,1186242045024696584,../data/train,True,4
462,1187349929136874654,../data/train,False,3
463,1187528455773979331,../data/train,True,4
464,1187586471971933396,../data/train,True,3
465,1188685069679637027,../data/train,True,3
466,1189353865155573958,../data/train,False,4
467,118993558693370175,../data/train,True,5
468,1190546977062177689,../data/train,False,4
469,1190697280077790326,../data/train,True,4
470,1191854205666484255,../data/train,False,3
471,1191876684068607184,../data/train,True,2
472,1192120058418550833,../data/train,False,5
473,1192466250027077963,../data/train,False,5
474,1192842298406523658,../data/train,True,4
475,1192923593722397862,../data/train,False,2
476,119322184675354562,../data/train,False,5
477,1193922169920617455,../data/train,False,1
478,1194041679251776068,../data/train,False,6
479,11941526386337945,../data/train,False,5
480,1194361590958369035,../data/train,False,3
481,1194581628036454269,../data/train,False,2
482,1194756901632261084,../data/train,True,5
483,1194969501652554392,../data/train,False,5
484,1195754526766683153,../data/train,False,6
485,1196280770656053579,../data/train,False,6
486,1196405654065569921,../data/train,False,5
487,1196475660282140083,../data/train,True,1
488,1196640464931522065,../data/train,False,1
489,1196686264832672084,../data/train,False,4
490,1197263985328076055,../data/train,False,3
491,1198605747793116824,../data/train,True,6
492,1199589900615012284,../data/train,True,6
493,1199782363506514878,../data/train,False,4
494,1200901890693996669,../data/train,True,5
495,1201452000678266435,../data/train,False,1
496,1201977210362611425,../data/train,False,1
497,1202017008226771380,../data/train,True,5
498,1202228843599003868,../data/train,True,6
499,1202260721102300789,../data/train,False,4
500,1202589890953564542,../data/train,False,4
501,1202690141957954226,../data/train,False,4
502,120328181554716782,../data/train,True,1
503,1203352841825500995,../data/train,False,2
504,1203432466743248178,../data/train,False,6
505,120531771160851723,../data/train,True,1
506,1205442822813476326,../data/train,False,4
507,1205648266305997946,../data/train,True,1
508,1206279496942580797,../data/train,False,6
509,1206753187405219040,../data/train,False,3
510,1207469003634855432,../data/train,True,6
511,1207606639344366326,../data/train,False,1
512,1207938035779504356,../data/train,True,4
513,1208011436370668749,../data/train,False,4
514,1208501122897970093,../data/train,True,5
515,1210185437157530488,../data/train,True,3
516,1211306812566932999,../data/train,False,6
517,1211680092581373682,../data/train,False,2
518,1212498613857291481,../data/train,False,1
519,1212562438841234662,../data/train,True,4
520,1213540500961660868,../data/train,False,3
521,1213560954464456189,../data/train,False,3
522,1213568390709554650,../data/train,False,6
523,1214085636173695762,../data/train,True,4
524,1214466637865014053,../data/train,False,2
525,1214588165055661366,../data/train,True,4
526,1217391865327687838,../data/train,False,3
527,1217513828002232744,../data/train,False,4
528,1217720713971985927,../data/train,True,4
529,1218715705470333166,../data/train,False,5
530,1219292725501510281,../data/train,False,3
531,1219456559465299594,../data/train,False,1
532,1220594775499974629,../data/train,False,4
533,1221128786843199478,../data/train,True,3
534,122131823147246894,../data/train,False,1
535,1221962816344141385,../data/train,False,1
536,1222525688284613287,../data/train,True,6
537,1223059038342687323,../data/train,True,2
538,1223918565635404348,../data/train,True,4
539,1224069948532650980,../data/train,True,4
540,1224242290188267550,../data/train,False,5
541,1224275674208889387,../data/train,False,4
542,1224418933076599745,../data/train,True,1
543,1224587855571405631,../data/train,False,1
544,1226013697220726350,../data/train,True,4
545,1227241307563401870,../data/train,False,4
546,1227767003364062146,../data/train,True,6
547,1228317771977224985,../data/train,False,1
548,1228353452546513723,../data/train,True,1
549,1229527322476278240,../data/train,True,6
550,1229594249841453780,../data/train,False,1
551,1230667596125936953,../data/train,False,1
552,1230808360489998175,../data/train,False,3
553,123143859173595938,../data/train,False,1
554,1231515130425798627,../data/train,True,5
555,1231760711740053249,../data/train,True,3
556,1231802586754888181,../data/train,False,6
557,1232484113964094766,../data/train,True,4
558,1232695228878794932,../data/train,False,1
559,1233116832162084560,../data/train,True,1
560,1233391358503060569,../data/train,False,5
561,1234036011595417253,../data/train,True,5
562,1234177029624711836,../data/train,True,3
563,1234340714315608738,../data/train,True,4
564,1235094015835035240,../data/train,True,4
565,1235499366883589874,../data/train,False,5
566,1235619815462005387,../data/train,True,5
567,1236689061756004559,../data/train,False,3
568,123725438611369978,../data/train,False,4
569,1237483621952446271,../data/train,False,6
570,1237790562377523699,../data/train,True,6
571,1238158987297066666,../data/train,True,5
572,1239050265681563040,../data/train,False,4
573,1239085276960409670,../data/train,False,4
574,1239090953568848530,../data/train,False,1
575,1239316488027558132,../data/train,True,1
576,1239835864690989244,../data/train,False,4
577,1239908809934906745,../data/train,False,1
578,1240713402991169467,../data/train,False,5
579,1241151518374933739,../data/train,True,2
580,1241640348272457341,../data/train,False,5
581,1242356949639008457,../data/train,True,3
582,1242995313934406678,../data/train,False,1
583,1243325535245719243,../data/train,True,4
584,1243670668076689596,../data/train,False,2
585,1244259052312569178,../data/train,True,4
586,1244608386933517135,../data/train,True,5
587,124512201859879959,../data/train,True,5
588,124537813691415176,../data/train,True,2
589,1245406153444347855,../data/train,False,2
590,1245410098037715298,../data/train,True,5
591,1245675601337738780,../data/train,False,3
592,1245802089311417052,../data/train,False,4
593,1246981342132737041,../data/train,False,6
594,1247006160051382245,../data/train,False,1
595,1247007154328913494,../data/train,False,5
596,1247261326108339388,../data/train,False,2
597,1248343458895577572,../data/train,False,2
598,1250033073091425799,../data/train,False,4
599,1250723547507763044,../data/train,False,2
600,1251252132180877684,../data/train,False,5
601,1251393395700904144,../data/train,False,3
602,1251783229929640855,../data/train,True,1
603,1252539099206837899,../data/train,True,5
604,1252799983576501891,../data/train,True,3
605,1252959692661853538,../data/train,True,4
606,1253223963697810452,../data/train,True,3
607,1253366935659609742,../data/train,False,1
608,1253603707590418520,../data/train,False,6
609,1254038038511644271,../data/train,False,4
610,1254463052479392976,../data/train,True,6
611,1254820384572393476,../data/train,False,4
612,125498261096002531,../data/train,False,4
613,125565480071838575,../data/train,True,4
614,1256641208192374692,../data/train,False,3
615,1256906511709279148,../data/train,True,6
616,1257140981372845098,../data/train,True,5
617,1257378571557517683,../data/train,False,3
618,1257506811522617626,../data/train,False,5
619,1257646377131501050,../data/train,False,2
620,1258080551736233398,../data/train,True,5
621,125816595043111824,../data/train,False,2
622,1258312798817489458,../data/train,False,1
623,1258787269837418596,../data/train,True,4
624,1259326759547385071,../data/train,False,2
625,1259504526979612168,../data/train,True,3
626,1260081513595630349,../data/train,False,1
627,1260849007203670658,../data/train,True,5
628,1261514340793072282,../data/train,False,6
629,1261564716114895396,../data/train,False,2
630,1261565993487651760,../data/train,False,4
631,126189856096802844,../data/train,True,4
632,1263050767689911972,../data/train,False,6
633,1263059953038311441,../data/train,True,3
634,1263711015757532944,../data/train,False,5
635,1263787584776376789,../data/train,False,5
636,126412784552060728,../data/train,False,4
637,1264452651654463052,../data/train,False,5
638,1264616246897300723,../data/train,True,5
639,1264966833918307888,../data/train,False,3
640,1265483272566935376,../data/train,False,4
641,1265965595153823364,../data/train,False,2
642,1266133994790190258,../data/train,True,6
643,1266245470013493276,../data/train,False,1
644,1267527745948025284,../data/train,False,4
645,1267616759079528186,../data/train,False,2
646,1268385363626262354,../data/train,False,3
647,1268627604558427031,../data/train,True,5
648,1268672777921907042,../data/train,False,5
649,1269065562931180342,../data/train,False,5
650,1269455433196512579,../data/train,True,6
651,1270166849282524776,../data/train,False,6
652,1270231922905708040,../data/train,True,3
653,1270365784799823352,../data/train,False,5
654,1270805755982098851,../data/train,False,2
655,1273515027607785384,../data/train,False,4
656,1273793836182691051,../data/train,True,4
657,1273967412319129992,../data/train,True,4
658,1274196592876875877,../data/train,True,1
659,1274217309847258022,../data/train,True,3
660,1274644953624715163,../data/train,True,5
661,127527614884703053,../data/train,True,5
662,1275505929822311143,../data/train,False,3
663,127580362208497184,../data/train,True,1
664,1276511718790063591,../data/train,True,6
665,1276886412364195466,../data/train,True,5
666,1277624704941095539,../data/train,False,1
667,1278154360758474276,../data/train,False,2
668,1278409341208393877,../data/train,False,3
669,1278530029244407761,../data/train,True,5
670,1278751114776482446,../data/train,True,2
671,1279833512213394747,../data/train,True,2
672,1280925944033213150,../data/train,False,2
673,1280941849044257396,../data/train,True,2
674,1281534911339417973,../data/train,False,3
675,1281844046021525120,../data/train,False,4
676,1282071704100372478,../data/train,True,2
677,1282078514121207356,../data/train,True,4
678,1282082351427715345,../data/train,True,1
679,1282533307577595051,../data/train,False,2
680,128268453774788336,../data/train,True,2
681,1282926554962068383,../data/train,False,1
682,1283010714234035462,../data/train,False,1
683,1283639545652555431,../data/train,True,5
684,1284412112608546821,../data/train,False,5
685,1285076299792024371,../data/train,False,5
686,1285370685911513440,../data/train,False,5
687,12856243943391336,../data/train,True,1
688,1285816486388761672,../data/train,True,5
689,1285917511621832526,../data/train,False,2
690,1286998170932881293,../data/train,True,4
691,1287212964598645472,../data/train,False,5
692,1287608584001263437,../data/train,False,3
693,1287671202948873944,../data/train,True,4
694,1287897852749052525,../data/train,False,5
695,1288556288153042451,../data/train,False,5
696,1288627159423997945,../data/train,False,6
697,1288917852422534876,../data/train,True,1
698,1289003075825054891,../data/train,True,4
699,128932079371309027,../data/train,True,3
700,1290575559719166237,../data/train,True,6
701,1291278629374303676,../data/train,True,2
702,1291461963061487978,../data/train,True,2
703,1291881213331195289,../data/train,True,6
704,1291902888045357668,../data/train,False,5
705,1292020275789569992,../data/train,False,1
706,1292159236758380068,../data/train,True,3
707,1292448293682288224,../data/train,False,5
708,1292615701096930435,../data/train,True,3
709,1292676754808631442,../data/train,False,3
710,1292768973970221654,../data/train,True,5
711,1293383026064794170,../data/train,False,3
712,1294494168749801032,../data/train,False,2
713,1294617789843738946,../data/train,True,6
714,1295507157977085037,../data/train,True,3
715,1295695906484810029,../data/train,True,4
716,1296054827612997822,../data/train,False,3
717,1296148316255667824,../data/train,True,5
718,1296424619946035166,../data/train,True,5
719,1296883366229548648,../data/train,False,5
720,1296980899336621942,../data/train,False,6
721,1297459401610290155,../data/train,True,2
722,1299340624413171993,../data/train,False,6
723,1300571829361811494,../data/train,True,3
724,1300731788308159761,../data/train,True,1
725,1300896374800641394,../data/train,False,3
726,1301009549992584766,../data/train,False,6
727,1301015985032275226,../data/train,True,6
728,1301116750533320321,../data/train,False,4
729,130113481551762284,../data/train,False,6
730,1301206472522092494,../data/train,False,1
731,1301568651766409891,../data/train,True,6
732,1301832432428528838,../data/train,True,4
733,1302781851511462727,../data/train,True,3
734,1303412773892336322,../data/train,True,2
735,1303896987402687930,../data/train,True,1
736,1304081861778169989,../data/train,True,1
737,1304427252772963492,../data/train,False,1
